20대 이하,30대,40대,50대,60세 이상,단독주택,아파트,다세대주택,연립/기타
0.181159420289855,0.181159420289855,0.2192028985507246,0.2246376811594203,0.1938405797101449,0.2304964539007092,0.3014184397163121,0.2423167848699763,0.2257683215130023
