"동별(1)",동별(2),동별(3),2020,2020,2020,2020,2020,2020,2020,2020,2020
"동별(1)",동별(2),동별(3),종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수,종류별 주택수
"동별(1)",동별(2),동별(3),소계,단독주택,단독주택,단독주택,단독주택,아파트,연립주택,다세대주택,비거주용건물내주택
"동별(1)",동별(2),동별(3),소계,소계,일반단독주택,다가구주택,영업겸용주택,소계,소계,소계,소계
"서울시",마포구,성산1동,6662,761,152,448,161,654,474,4681,92
"서울시",마포구,성산2동,13092,462,79,315,68,9927,340,2318,45
"서울시",마포구,상암동,9956,347,91,136,120,8966,40,570,33
"서울시",마포구,도화동,7170,510,141,271,98,6067,38,520,35
"서울시",마포구,서강동,8454,610,124,364,122,5609,178,1973,84
"서울시",마포구,공덕동,11878,1657,621,778,258,7071,203,2839,108
"서울시",마포구,아현동,9091,230,92,56,82,8705,13,106,37
"서울시",양천구,소계,143769,7698,617,5319,1762,90788,4042,40382,859
"서울시",양천구,목1동,7768,132,17,72,43,7368,42,197,29
"서울시",양천구,목2동,10552,586,57,402,127,2889,512,6498,67
"서울시",양천구,목3동,7164,555,59,360,136,2243,124,4188,54
"서울시",양천구,목4동,7503,637,34,438,165,2833,282,3680,71
"서울시",양천구,신월1동,6314,1106,81,810,215,1330,445,3320,113
"서울시",양천구,신월2동,7374,273,9,186,78,3882,808,2368,43
"서울시",양천구,신월3동,4371,1147,133,854,160,1167,156,1854,47
"서울시",양천구,신월4동,6145,177,8,98,71,3416,377,2150,25
"서울시",양천구,신월5동,4715,470,31,324,115,1457,388,2355,45
"서울시",양천구,신월6동,5099,54,X,21,32,4413,49,569,14
"서울시",양천구,신월7동,8547,66,X,15,48,3291,187,4937,66
"서울시",양천구,신정1동,6041,287,14,161,112,5440,X,268,46
"서울시",양천구,신정2동,6119,312,30,187,95,5244,78,419,66
"서울시",양천구,신정3동,15440,549,78,422,49,13635,73,1158,25
"서울시",양천구,신정6동,7214,X,X,X,X,7214,X,X,X
