"동별(1)","동별(2)",동별(3),구분별(1),구분별(2),구분별(3),2012
"합계","소계",소계,유기동물보호현황,소계,소계,13556
"합계","소계",소계,유기동물보호현황,개,소계,7860
"합계","소계",소계,유기동물보호현황,개,인도(주인),1762
"합계","소계",소계,유기동물보호현황,개,입양분양,2327
"합계","소계",소계,유기동물보호현황,개,폐사안락사,3310
"합계","소계",소계,유기동물보호현황,개,계류기증,461
"합계","소계",소계,유기동물보호현황,고양이,소계,5350
"합계","소계",소계,유기동물보호현황,고양이,인도(주인),85
"합계","소계",소계,유기동물보호현황,고양이,입양분양,1369
"합계","소계",소계,유기동물보호현황,고양이,폐사안락사,3319
"합계","소계",소계,유기동물보호현황,고양이,계류기증,577
"합계","소계",소계,유기동물보호현황,기타,소계,346
"합계","소계",소계,유기동물보호현황,기타,인도(주인),11
"합계","소계",소계,유기동물보호현황,기타,입양분양,148
"합계","소계",소계,유기동물보호현황,기타,폐사안락사,166
"합계","소계",소계,유기동물보호현황,기타,계류기증,21
"합계","종로구",소계,유기동물보호현황,소계,소계,371
"합계","종로구",소계,유기동물보호현황,개,소계,129
"합계","종로구",소계,유기동물보호현황,개,인도(주인),17
"합계","종로구",소계,유기동물보호현황,개,입양분양,31
"합계","종로구",소계,유기동물보호현황,개,폐사안락사,77
"합계","종로구",소계,유기동물보호현황,개,계류기증,4
"합계","종로구",소계,유기동물보호현황,고양이,소계,238
"합계","종로구",소계,유기동물보호현황,고양이,인도(주인),2
"합계","종로구",소계,유기동물보호현황,고양이,입양분양,72
"합계","종로구",소계,유기동물보호현황,고양이,폐사안락사,163
"합계","종로구",소계,유기동물보호현황,고양이,계류기증,1
"합계","종로구",소계,유기동물보호현황,기타,소계,4
"합계","종로구",소계,유기동물보호현황,기타,인도(주인),1
"합계","종로구",소계,유기동물보호현황,기타,폐사안락사,3
"합계","종로구",사직동,유기동물보호현황,소계,소계,17
"합계","종로구",사직동,유기동물보호현황,개,소계,10
"합계","종로구",사직동,유기동물보호현황,개,인도(주인),2
"합계","종로구",사직동,유기동물보호현황,개,입양분양,3
"합계","종로구",사직동,유기동물보호현황,개,폐사안락사,5
"합계","종로구",사직동,유기동물보호현황,고양이,소계,7
"합계","종로구",사직동,유기동물보호현황,고양이,입양분양,3
"합계","종로구",사직동,유기동물보호현황,고양이,폐사안락사,4
"합계","종로구",삼청동,유기동물보호현황,소계,소계,16
"합계","종로구",삼청동,유기동물보호현황,개,소계,3
"합계","종로구",삼청동,유기동물보호현황,개,인도(주인),1
"합계","종로구",삼청동,유기동물보호현황,개,입양분양,1
"합계","종로구",삼청동,유기동물보호현황,개,계류기증,1
"합계","종로구",삼청동,유기동물보호현황,고양이,소계,13
"합계","종로구",삼청동,유기동물보호현황,고양이,입양분양,3
"합계","종로구",삼청동,유기동물보호현황,고양이,폐사안락사,10
"합계","종로구",부암동,유기동물보호현황,소계,소계,5
"합계","종로구",부암동,유기동물보호현황,개,소계,5
"합계","종로구",부암동,유기동물보호현황,개,입양분양,1
"합계","종로구",부암동,유기동물보호현황,개,폐사안락사,4
"합계","종로구",평창동,유기동물보호현황,소계,소계,81
"합계","종로구",평창동,유기동물보호현황,개,소계,32
"합계","종로구",평창동,유기동물보호현황,개,인도(주인),4
"합계","종로구",평창동,유기동물보호현황,개,입양분양,7
"합계","종로구",평창동,유기동물보호현황,개,폐사안락사,20
"합계","종로구",평창동,유기동물보호현황,개,계류기증,1
"합계","종로구",평창동,유기동물보호현황,고양이,소계,48
"합계","종로구",평창동,유기동물보호현황,고양이,입양분양,22
"합계","종로구",평창동,유기동물보호현황,고양이,폐사안락사,26
"합계","종로구",평창동,유기동물보호현황,기타,소계,1
"합계","종로구",평창동,유기동물보호현황,기타,인도(주인),1
"합계","종로구",무악동,유기동물보호현황,소계,소계,1
"합계","종로구",무악동,유기동물보호현황,고양이,소계,1
"합계","종로구",무악동,유기동물보호현황,고양이,폐사안락사,1
"합계","종로구",교남동,유기동물보호현황,소계,소계,4
"합계","종로구",교남동,유기동물보호현황,고양이,소계,4
"합계","종로구",교남동,유기동물보호현황,고양이,입양분양,4
"합계","종로구",가회동,유기동물보호현황,소계,소계,5
"합계","종로구",가회동,유기동물보호현황,고양이,소계,5
"합계","종로구",가회동,유기동물보호현황,고양이,폐사안락사,5
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,소계,소계,112
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,개,소계,22
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,개,인도(주인),2
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,개,입양분양,5
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,개,폐사안락사,15
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,고양이,소계,87
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,고양이,인도(주인),2
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,고양이,입양분양,18
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,고양이,폐사안락사,66
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,고양이,계류기증,1
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,기타,소계,3
"합계","종로구",종로1.2.3.4가동,유기동물보호현황,기타,폐사안락사,3
"합계","종로구",종로5.6가동,유기동물보호현황,소계,소계,18
"합계","종로구",종로5.6가동,유기동물보호현황,개,소계,8
"합계","종로구",종로5.6가동,유기동물보호현황,개,인도(주인),1
"합계","종로구",종로5.6가동,유기동물보호현황,개,입양분양,3
"합계","종로구",종로5.6가동,유기동물보호현황,개,폐사안락사,4
"합계","종로구",종로5.6가동,유기동물보호현황,고양이,소계,10
"합계","종로구",종로5.6가동,유기동물보호현황,고양이,입양분양,1
"합계","종로구",종로5.6가동,유기동물보호현황,고양이,폐사안락사,9
"합계","종로구",이화동,유기동물보호현황,소계,소계,21
"합계","종로구",이화동,유기동물보호현황,개,소계,9
"합계","종로구",이화동,유기동물보호현황,개,인도(주인),3
"합계","종로구",이화동,유기동물보호현황,개,폐사안락사,6
"합계","종로구",이화동,유기동물보호현황,고양이,소계,12
"합계","종로구",이화동,유기동물보호현황,고양이,입양분양,7
"합계","종로구",이화동,유기동물보호현황,고양이,폐사안락사,5
"합계","종로구",창신1동,유기동물보호현황,소계,소계,19
"합계","종로구",창신1동,유기동물보호현황,개,소계,4
"합계","종로구",창신1동,유기동물보호현황,개,인도(주인),1
"합계","종로구",창신1동,유기동물보호현황,개,입양분양,1
"합계","종로구",창신1동,유기동물보호현황,개,폐사안락사,1
"합계","종로구",창신1동,유기동물보호현황,개,계류기증,1
"합계","종로구",창신1동,유기동물보호현황,고양이,소계,15
"합계","종로구",창신1동,유기동물보호현황,고양이,입양분양,2
"합계","종로구",창신1동,유기동물보호현황,고양이,폐사안락사,13
"합계","종로구",창신2동,유기동물보호현황,소계,소계,4
"합계","종로구",창신2동,유기동물보호현황,개,소계,2
"합계","종로구",창신2동,유기동물보호현황,개,입양분양,1
"합계","종로구",창신2동,유기동물보호현황,개,폐사안락사,1
"합계","종로구",창신2동,유기동물보호현황,고양이,소계,2
"합계","종로구",창신2동,유기동물보호현황,고양이,폐사안락사,2
"합계","종로구",창신3동,유기동물보호현황,소계,소계,20
"합계","종로구",창신3동,유기동물보호현황,개,소계,7
"합계","종로구",창신3동,유기동물보호현황,개,입양분양,1
"합계","종로구",창신3동,유기동물보호현황,개,폐사안락사,6
"합계","종로구",창신3동,유기동물보호현황,고양이,소계,13
"합계","종로구",창신3동,유기동물보호현황,고양이,입양분양,7
"합계","종로구",창신3동,유기동물보호현황,고양이,폐사안락사,6
"합계","종로구",숭인1동,유기동물보호현황,소계,소계,11
"합계","종로구",숭인1동,유기동물보호현황,개,소계,8
"합계","종로구",숭인1동,유기동물보호현황,개,인도(주인),1
"합계","종로구",숭인1동,유기동물보호현황,개,입양분양,2
"합계","종로구",숭인1동,유기동물보호현황,개,폐사안락사,4
"합계","종로구",숭인1동,유기동물보호현황,개,계류기증,1
"합계","종로구",숭인1동,유기동물보호현황,고양이,소계,3
"합계","종로구",숭인1동,유기동물보호현황,고양이,입양분양,2
"합계","종로구",숭인1동,유기동물보호현황,고양이,폐사안락사,1
"합계","종로구",숭인2동,유기동물보호현황,소계,소계,8
"합계","종로구",숭인2동,유기동물보호현황,개,소계,6
"합계","종로구",숭인2동,유기동물보호현황,개,입양분양,3
"합계","종로구",숭인2동,유기동물보호현황,개,폐사안락사,3
"합계","종로구",숭인2동,유기동물보호현황,고양이,소계,2
"합계","종로구",숭인2동,유기동물보호현황,고양이,입양분양,1
"합계","종로구",숭인2동,유기동물보호현황,고양이,폐사안락사,1
"합계","종로구",청운효자동,유기동물보호현황,소계,소계,19
"합계","종로구",청운효자동,유기동물보호현황,개,소계,9
"합계","종로구",청운효자동,유기동물보호현황,개,인도(주인),2
"합계","종로구",청운효자동,유기동물보호현황,개,입양분양,2
"합계","종로구",청운효자동,유기동물보호현황,개,폐사안락사,5
"합계","종로구",청운효자동,유기동물보호현황,고양이,소계,10
"합계","종로구",청운효자동,유기동물보호현황,고양이,입양분양,1
"합계","종로구",청운효자동,유기동물보호현황,고양이,폐사안락사,9
"합계","종로구",혜화동,유기동물보호현황,소계,소계,10
"합계","종로구",혜화동,유기동물보호현황,개,소계,4
"합계","종로구",혜화동,유기동물보호현황,개,입양분양,1
"합계","종로구",혜화동,유기동물보호현황,개,폐사안락사,3
"합계","종로구",혜화동,유기동물보호현황,고양이,소계,6
"합계","종로구",혜화동,유기동물보호현황,고양이,입양분양,1
"합계","종로구",혜화동,유기동물보호현황,고양이,폐사안락사,5
"합계","중구",소계,유기동물보호현황,소계,소계,203
"합계","중구",소계,유기동물보호현황,개,소계,97
"합계","중구",소계,유기동물보호현황,개,인도(주인),17
"합계","중구",소계,유기동물보호현황,개,입양분양,9
"합계","중구",소계,유기동물보호현황,개,폐사안락사,71
"합계","중구",소계,유기동물보호현황,고양이,소계,102
"합계","중구",소계,유기동물보호현황,고양이,입양분양,44
"합계","중구",소계,유기동물보호현황,고양이,폐사안락사,58
"합계","중구",소계,유기동물보호현황,기타,소계,4
"합계","중구",소계,유기동물보호현황,기타,폐사안락사,4
"합계","중구",소공동,유기동물보호현황,소계,소계,3
"합계","중구",소공동,유기동물보호현황,개,소계,1
"합계","중구",소공동,유기동물보호현황,개,폐사안락사,1
"합계","중구",소공동,유기동물보호현황,고양이,소계,2
"합계","중구",소공동,유기동물보호현황,고양이,폐사안락사,2
"합계","중구",회현동,유기동물보호현황,소계,소계,21
"합계","중구",회현동,유기동물보호현황,개,소계,7
"합계","중구",회현동,유기동물보호현황,개,입양분양,2
"합계","중구",회현동,유기동물보호현황,개,폐사안락사,5
"합계","중구",회현동,유기동물보호현황,고양이,소계,14
"합계","중구",회현동,유기동물보호현황,고양이,입양분양,9
"합계","중구",회현동,유기동물보호현황,고양이,폐사안락사,5
"합계","중구",명동,유기동물보호현황,소계,소계,8
"합계","중구",명동,유기동물보호현황,개,소계,2
"합계","중구",명동,유기동물보호현황,개,인도(주인),1
"합계","중구",명동,유기동물보호현황,개,폐사안락사,1
"합계","중구",명동,유기동물보호현황,고양이,소계,6
"합계","중구",명동,유기동물보호현황,고양이,입양분양,3
"합계","중구",명동,유기동물보호현황,고양이,폐사안락사,3
"합계","중구",필동,유기동물보호현황,소계,소계,12
"합계","중구",필동,유기동물보호현황,개,소계,5
"합계","중구",필동,유기동물보호현황,개,인도(주인),1
"합계","중구",필동,유기동물보호현황,개,폐사안락사,4
"합계","중구",필동,유기동물보호현황,고양이,소계,5
"합계","중구",필동,유기동물보호현황,고양이,폐사안락사,5
"합계","중구",필동,유기동물보호현황,기타,소계,2
"합계","중구",필동,유기동물보호현황,기타,폐사안락사,2
"합계","중구",장충동,유기동물보호현황,소계,소계,15
"합계","중구",장충동,유기동물보호현황,개,소계,7
"합계","중구",장충동,유기동물보호현황,개,폐사안락사,7
"합계","중구",장충동,유기동물보호현황,고양이,소계,8
"합계","중구",장충동,유기동물보호현황,고양이,입양분양,2
"합계","중구",장충동,유기동물보호현황,고양이,폐사안락사,6
"합계","중구",광희동,유기동물보호현황,소계,소계,4
"합계","중구",광희동,유기동물보호현황,개,소계,3
"합계","중구",광희동,유기동물보호현황,개,폐사안락사,3
"합계","중구",광희동,유기동물보호현황,고양이,소계,1
"합계","중구",광희동,유기동물보호현황,고양이,폐사안락사,1
"합계","중구",을지로동,유기동물보호현황,소계,소계,11
"합계","중구",을지로동,유기동물보호현황,개,소계,7
"합계","중구",을지로동,유기동물보호현황,개,폐사안락사,7
"합계","중구",을지로동,유기동물보호현황,고양이,소계,4
"합계","중구",을지로동,유기동물보호현황,고양이,폐사안락사,4
"합계","중구",신당1동,유기동물보호현황,소계,소계,53
"합계","중구",신당1동,유기동물보호현황,개,소계,27
"합계","중구",신당1동,유기동물보호현황,개,인도(주인),9
"합계","중구",신당1동,유기동물보호현황,개,입양분양,4
"합계","중구",신당1동,유기동물보호현황,개,폐사안락사,14
"합계","중구",신당1동,유기동물보호현황,고양이,소계,26
"합계","중구",신당1동,유기동물보호현황,고양이,입양분양,11
"합계","중구",신당1동,유기동물보호현황,고양이,폐사안락사,15
"합계","중구",신당2동,유기동물보호현황,소계,소계,19
"합계","중구",신당2동,유기동물보호현황,개,소계,8
"합계","중구",신당2동,유기동물보호현황,개,입양분양,1
"합계","중구",신당2동,유기동물보호현황,개,폐사안락사,7
"합계","중구",신당2동,유기동물보호현황,고양이,소계,11
"합계","중구",신당2동,유기동물보호현황,고양이,입양분양,6
"합계","중구",신당2동,유기동물보호현황,고양이,폐사안락사,5
"합계","중구",신당3동,유기동물보호현황,소계,소계,30
"합계","중구",신당3동,유기동물보호현황,개,소계,13
"합계","중구",신당3동,유기동물보호현황,개,인도(주인),4
"합계","중구",신당3동,유기동물보호현황,개,입양분양,1
"합계","중구",신당3동,유기동물보호현황,개,폐사안락사,8
"합계","중구",신당3동,유기동물보호현황,고양이,소계,16
"합계","중구",신당3동,유기동물보호현황,고양이,입양분양,8
"합계","중구",신당3동,유기동물보호현황,고양이,폐사안락사,8
"합계","중구",신당3동,유기동물보호현황,기타,소계,1
"합계","중구",신당3동,유기동물보호현황,기타,폐사안락사,1
"합계","중구",신당4동,유기동물보호현황,소계,소계,6
"합계","중구",신당4동,유기동물보호현황,개,소계,3
"합계","중구",신당4동,유기동물보호현황,개,폐사안락사,3
"합계","중구",신당4동,유기동물보호현황,고양이,소계,3
"합계","중구",신당4동,유기동물보호현황,고양이,입양분양,2
"합계","중구",신당4동,유기동물보호현황,고양이,폐사안락사,1
"합계","중구",신당5동,유기동물보호현황,소계,소계,3
"합계","중구",신당5동,유기동물보호현황,개,소계,3
"합계","중구",신당5동,유기동물보호현황,개,폐사안락사,3
"합계","중구",신당6동,유기동물보호현황,소계,소계,3
"합계","중구",신당6동,유기동물보호현황,개,소계,3
"합계","중구",신당6동,유기동물보호현황,개,폐사안락사,3
"합계","중구",황학동,유기동물보호현황,소계,소계,8
"합계","중구",황학동,유기동물보호현황,개,소계,3
"합계","중구",황학동,유기동물보호현황,개,입양분양,1
"합계","중구",황학동,유기동물보호현황,개,폐사안락사,2
"합계","중구",황학동,유기동물보호현황,고양이,소계,5
"합계","중구",황학동,유기동물보호현황,고양이,입양분양,3
"합계","중구",황학동,유기동물보호현황,고양이,폐사안락사,2
"합계","중구",중림동,유기동물보호현황,소계,소계,7
"합계","중구",중림동,유기동물보호현황,개,소계,5
"합계","중구",중림동,유기동물보호현황,개,인도(주인),2
"합계","중구",중림동,유기동물보호현황,개,폐사안락사,3
"합계","중구",중림동,유기동물보호현황,고양이,소계,1
"합계","중구",중림동,유기동물보호현황,고양이,폐사안락사,1
"합계","중구",중림동,유기동물보호현황,기타,소계,1
"합계","중구",중림동,유기동물보호현황,기타,폐사안락사,1
"합계","용산구",소계,유기동물보호현황,소계,소계,1064
"합계","용산구",소계,유기동물보호현황,개,소계,461
"합계","용산구",소계,유기동물보호현황,개,인도(주인),115
"합계","용산구",소계,유기동물보호현황,개,입양분양,323
"합계","용산구",소계,유기동물보호현황,개,폐사안락사,12
"합계","용산구",소계,유기동물보호현황,개,계류기증,11
"합계","용산구",소계,유기동물보호현황,고양이,소계,552
"합계","용산구",소계,유기동물보호현황,고양이,인도(주인),9
"합계","용산구",소계,유기동물보호현황,고양이,입양분양,416
"합계","용산구",소계,유기동물보호현황,고양이,폐사안락사,108
"합계","용산구",소계,유기동물보호현황,고양이,계류기증,19
"합계","용산구",소계,유기동물보호현황,기타,소계,51
"합계","용산구",소계,유기동물보호현황,기타,인도(주인),4
"합계","용산구",소계,유기동물보호현황,기타,입양분양,34
"합계","용산구",소계,유기동물보호현황,기타,폐사안락사,10
"합계","용산구",소계,유기동물보호현황,기타,계류기증,3
"합계","용산구",후암동,유기동물보호현황,소계,소계,...
"합계","용산구",후암동,유기동물보호현황,개,소계,...
"합계","용산구",후암동,유기동물보호현황,개,인도(주인),...
"합계","용산구",후암동,유기동물보호현황,개,입양분양,...
"합계","용산구",후암동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",후암동,유기동물보호현황,개,계류기증,...
"합계","용산구",후암동,유기동물보호현황,고양이,소계,...
"합계","용산구",후암동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",후암동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",후암동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",후암동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",후암동,유기동물보호현황,기타,소계,...
"합계","용산구",후암동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",후암동,유기동물보호현황,기타,입양분양,...
"합계","용산구",후암동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",후암동,유기동물보호현황,기타,계류기증,...
"합계","용산구",용산2가동,유기동물보호현황,소계,소계,...
"합계","용산구",용산2가동,유기동물보호현황,개,소계,...
"합계","용산구",용산2가동,유기동물보호현황,개,인도(주인),...
"합계","용산구",용산2가동,유기동물보호현황,개,입양분양,...
"합계","용산구",용산2가동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",용산2가동,유기동물보호현황,개,계류기증,...
"합계","용산구",용산2가동,유기동물보호현황,고양이,소계,...
"합계","용산구",용산2가동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",용산2가동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",용산2가동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",용산2가동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",용산2가동,유기동물보호현황,기타,소계,...
"합계","용산구",용산2가동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",용산2가동,유기동물보호현황,기타,입양분양,...
"합계","용산구",용산2가동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",용산2가동,유기동물보호현황,기타,계류기증,...
"합계","용산구",남영동,유기동물보호현황,소계,소계,...
"합계","용산구",남영동,유기동물보호현황,개,소계,...
"합계","용산구",남영동,유기동물보호현황,개,인도(주인),...
"합계","용산구",남영동,유기동물보호현황,개,입양분양,...
"합계","용산구",남영동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",남영동,유기동물보호현황,개,계류기증,...
"합계","용산구",남영동,유기동물보호현황,고양이,소계,...
"합계","용산구",남영동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",남영동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",남영동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",남영동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",남영동,유기동물보호현황,기타,소계,...
"합계","용산구",남영동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",남영동,유기동물보호현황,기타,입양분양,...
"합계","용산구",남영동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",남영동,유기동물보호현황,기타,계류기증,...
"합계","용산구",원효로2동,유기동물보호현황,소계,소계,...
"합계","용산구",원효로2동,유기동물보호현황,개,소계,...
"합계","용산구",원효로2동,유기동물보호현황,개,인도(주인),...
"합계","용산구",원효로2동,유기동물보호현황,개,입양분양,...
"합계","용산구",원효로2동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",원효로2동,유기동물보호현황,개,계류기증,...
"합계","용산구",원효로2동,유기동물보호현황,고양이,소계,...
"합계","용산구",원효로2동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",원효로2동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",원효로2동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",원효로2동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",원효로2동,유기동물보호현황,기타,소계,...
"합계","용산구",원효로2동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",원효로2동,유기동물보호현황,기타,입양분양,...
"합계","용산구",원효로2동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",원효로2동,유기동물보호현황,기타,계류기증,...
"합계","용산구",효창동,유기동물보호현황,소계,소계,...
"합계","용산구",효창동,유기동물보호현황,개,소계,...
"합계","용산구",효창동,유기동물보호현황,개,인도(주인),...
"합계","용산구",효창동,유기동물보호현황,개,입양분양,...
"합계","용산구",효창동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",효창동,유기동물보호현황,개,계류기증,...
"합계","용산구",효창동,유기동물보호현황,고양이,소계,...
"합계","용산구",효창동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",효창동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",효창동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",효창동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",효창동,유기동물보호현황,기타,소계,...
"합계","용산구",효창동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",효창동,유기동물보호현황,기타,입양분양,...
"합계","용산구",효창동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",효창동,유기동물보호현황,기타,계류기증,...
"합계","용산구",용문동,유기동물보호현황,소계,소계,...
"합계","용산구",용문동,유기동물보호현황,개,소계,...
"합계","용산구",용문동,유기동물보호현황,개,인도(주인),...
"합계","용산구",용문동,유기동물보호현황,개,입양분양,...
"합계","용산구",용문동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",용문동,유기동물보호현황,개,계류기증,...
"합계","용산구",용문동,유기동물보호현황,고양이,소계,...
"합계","용산구",용문동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",용문동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",용문동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",용문동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",용문동,유기동물보호현황,기타,소계,...
"합계","용산구",용문동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",용문동,유기동물보호현황,기타,입양분양,...
"합계","용산구",용문동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",용문동,유기동물보호현황,기타,계류기증,...
"합계","용산구",이촌1동,유기동물보호현황,소계,소계,...
"합계","용산구",이촌1동,유기동물보호현황,개,소계,...
"합계","용산구",이촌1동,유기동물보호현황,개,인도(주인),...
"합계","용산구",이촌1동,유기동물보호현황,개,입양분양,...
"합계","용산구",이촌1동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",이촌1동,유기동물보호현황,개,계류기증,...
"합계","용산구",이촌1동,유기동물보호현황,고양이,소계,...
"합계","용산구",이촌1동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",이촌1동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",이촌1동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",이촌1동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",이촌1동,유기동물보호현황,기타,소계,...
"합계","용산구",이촌1동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",이촌1동,유기동물보호현황,기타,입양분양,...
"합계","용산구",이촌1동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",이촌1동,유기동물보호현황,기타,계류기증,...
"합계","용산구",이촌2동,유기동물보호현황,소계,소계,...
"합계","용산구",이촌2동,유기동물보호현황,개,소계,...
"합계","용산구",이촌2동,유기동물보호현황,개,인도(주인),...
"합계","용산구",이촌2동,유기동물보호현황,개,입양분양,...
"합계","용산구",이촌2동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",이촌2동,유기동물보호현황,개,계류기증,...
"합계","용산구",이촌2동,유기동물보호현황,고양이,소계,...
"합계","용산구",이촌2동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",이촌2동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",이촌2동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",이촌2동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",이촌2동,유기동물보호현황,기타,소계,...
"합계","용산구",이촌2동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",이촌2동,유기동물보호현황,기타,입양분양,...
"합계","용산구",이촌2동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",이촌2동,유기동물보호현황,기타,계류기증,...
"합계","용산구",이태원1동,유기동물보호현황,소계,소계,...
"합계","용산구",이태원1동,유기동물보호현황,개,소계,...
"합계","용산구",이태원1동,유기동물보호현황,개,인도(주인),...
"합계","용산구",이태원1동,유기동물보호현황,개,입양분양,...
"합계","용산구",이태원1동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",이태원1동,유기동물보호현황,개,계류기증,...
"합계","용산구",이태원1동,유기동물보호현황,고양이,소계,...
"합계","용산구",이태원1동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",이태원1동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",이태원1동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",이태원1동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",이태원1동,유기동물보호현황,기타,소계,...
"합계","용산구",이태원1동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",이태원1동,유기동물보호현황,기타,입양분양,...
"합계","용산구",이태원1동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",이태원1동,유기동물보호현황,기타,계류기증,...
"합계","용산구",이태원2동,유기동물보호현황,소계,소계,...
"합계","용산구",이태원2동,유기동물보호현황,개,소계,...
"합계","용산구",이태원2동,유기동물보호현황,개,인도(주인),...
"합계","용산구",이태원2동,유기동물보호현황,개,입양분양,...
"합계","용산구",이태원2동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",이태원2동,유기동물보호현황,개,계류기증,...
"합계","용산구",이태원2동,유기동물보호현황,고양이,소계,...
"합계","용산구",이태원2동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",이태원2동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",이태원2동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",이태원2동,유기동물보호현황,고양이,계류기증,...
"합계","용산구",이태원2동,유기동물보호현황,기타,소계,...
"합계","용산구",이태원2동,유기동물보호현황,기타,인도(주인),...
"합계","용산구",이태원2동,유기동물보호현황,기타,입양분양,...
"합계","용산구",이태원2동,유기동물보호현황,기타,폐사안락사,...
"합계","용산구",이태원2동,유기동물보호현황,기타,계류기증,...
"합계","용산구",서빙고동,유기동물보호현황,소계,소계,...
"합계","용산구",서빙고동,유기동물보호현황,개,소계,...
"합계","용산구",서빙고동,유기동물보호현황,개,인도(주인),...
"합계","용산구",서빙고동,유기동물보호현황,개,입양분양,...
"합계","용산구",서빙고동,유기동물보호현황,개,폐사안락사,...
"합계","용산구",서빙고동,유기동물보호현황,개,계류기증,...
"합계","용산구",서빙고동,유기동물보호현황,고양이,소계,...
"합계","용산구",서빙고동,유기동물보호현황,고양이,인도(주인),...
"합계","용산구",서빙고동,유기동물보호현황,고양이,입양분양,...
"합계","용산구",서빙고동,유기동물보호현황,고양이,폐사안락사,...
"합계","용산구",서빙고동,유기동물보호현황,고양이,계류기증,...
