index,위도,경도
174,37.51267207596708,126.85926895951826
175,37.51492534609058,126.85924969533811
176,37.51717861534386,126.85923042901265
177,37.51943188372691,126.85921116054166
178,37.521685151239716,126.85919188992487
179,37.52393841788223,126.85917261716206
180,37.52619168365447,126.85915334225294
181,37.52844494855639,126.85913406519725
182,37.50592756744252,126.86215515787357
183,37.50818084141515,126.862135985132
184,37.5104341145177,126.86211681025536
185,37.512687386750144,126.8620976332434
186,37.51494065811246,126.86207845409585
187,37.517193928604634,126.86205927281253
188,37.51944719822665,126.8620400893931
189,37.52170046697848,126.86202090383738
190,37.523953734860115,126.86200171614509
191,37.52620700187153,126.86198252631594
192,37.528460268012715,126.86196333434975
193,37.530713533283645,126.86194414024622
194,37.54197984658376,126.86184813765993
195,37.544233106632745,126.86182893072717
196,37.54648636581135,126.86180972165532
197,37.54873962411955,126.86179051044412
198,37.505942806791055,126.86498357869239
199,37.5081960819968,126.86496449095529
200,37.51044935633254,126.86494540109261
201,37.51270262979825,126.86492630910408
202,37.51495590239389,126.86490721498946
203,37.51720917411948,126.86488811874847
204,37.51946244497498,126.86486902038088
205,37.52171571496037,126.86484991988645
206,37.52396898407564,126.86483081726492
207,37.52622225232076,126.86481171251604
208,37.52847551969572,126.86479260563955
209,37.53072878620049,126.86477349663524
210,37.53298205183505,126.8647543855028
211,37.5352353165994,126.86473527224202
212,37.53748858049351,126.86471615685264
213,37.53974184351736,126.8646970393344
214,37.54199510567095,126.86467791968704
215,37.54424836695422,126.86465879791035
216,37.546501627367185,126.86463967400405
217,37.548754886909826,126.86462054796792
218,37.55100814558211,126.86460141980164
219,37.50595797842088,126.86781200163654
220,37.508211254854274,126.86779299890418
221,37.51046453041773,126.86777399405572
222,37.512717805111215,126.86775498709086
223,37.51497107893472,126.86773597800936
224,37.51722435188824,126.86771696681102
225,37.51947762397174,126.86769795349551
226,37.52173089518521,126.86767893806262
227,37.52398416552862,126.86765992051211
228,37.52623743500196,126.86764090084375
229,37.52849070360521,126.86762187905722
230,37.53074397133836,126.86760285515233
231,37.53299723820136,126.86758382912883
232,37.53525050419422,126.86756480098644
233,37.53750376931692,126.86754577072494
234,37.53975703356943,126.86752673834405
235,37.54201029695174,126.86750770384356
236,37.54426355946382,126.86748866722316
237,37.54651682110566,126.86746962848268
238,37.54877008187725,126.86745058762179
239,37.55102334177855,126.86743154464031
240,37.50371980380648,126.87065934231748
241,37.50597308233187,126.87064042669655
242,37.508226359987425,126.87062150896921
243,37.510479636773105,126.8706025891352
244,37.51273291268891,126.87058366719428
245,37.51498618773479,126.87056474314618
246,37.51723946191077,126.87054581699067
247,37.51949273521679,126.8705268887275
248,37.52174600765285,126.87050795835643
249,37.52399927921892,126.87048902587719
250,37.52625254991501,126.87047009128955
251,37.52850581974106,126.87045115459327
252,37.53075908869709,126.87043221578807
253,37.533012356783054,126.87041327487374
254,37.535265623998946,126.87039433185
255,37.53751889034475,126.8703753867166
256,37.53977215582042,126.87035643947333
257,37.542025420425986,126.87033749011992
258,37.544278684161384,126.87031853865611
259,37.54653194702662,126.87029958508164
260,37.54878520902167,126.8702806293963
261,37.50373483878187,126.87348768448815
262,37.505988118523874,126.87346885386303
263,37.5082413973961,126.87345002114091
264,37.51049467539853,126.87343118632162
265,37.512747952531164,126.87341234940484
266,37.51500122879395,126.8733935103904
267,37.51725450418689,126.87337466927802
268,37.51950777870995,126.87335582606741
269,37.521761052363125,126.8733369807584
270,37.52401432514639,126.87331813335066
271,37.52626759705972,126.87329928384403
272,37.52852086810312,126.8732804322382
273,37.53077413827654,126.87326157853296
274,37.53302740757997,126.87324272272804
275,37.535280676013414,126.87322386482319
276,37.53753394357683,126.87320500481817
277,37.539787210270205,126.87318614271275
278,37.54204047609353,126.87316727850667
279,37.544293741046765,126.87314841219965
280,37.54654700512991,126.87312954379152
281,37.50825636708014,126.87627853540982
282,37.51050964629386,126.87625978560547
283,37.512762924637826,126.87624103371313
284,37.51501620211202,126.87622227973257
285,37.51726947871645,126.87620352366353
286,37.519522754451074,126.87618476550577
287,37.52177602931589,126.87616600525904
288,37.52402930331084,126.87614724292308
289,37.52628257643597,126.87612847849769
290,37.528535848691206,126.87610971198256
291,37.530789120076555,126.8760909433775
292,37.53304239059197,126.87607217268224
293,37.53529566023747,126.87605339989655
294,37.53754892901303,126.87603462502015
295,37.539802196918615,126.87601584805283
296,37.54205546395421,126.87599706899434
297,37.5443087301198,126.87597828784439
298,37.54656199541536,126.87595950460279
299,37.51277782900873,126.87906972010964
300,37.51503110768887,126.87905105116323
301,37.51728438549931,126.87903238013777
302,37.51953766244002,126.8790137070331
303,37.52179093851097,126.8789950318489
304,37.524044213712166,126.87897635458495
305,37.526297488043575,126.87895767524104
306,37.52855076150517,126.8789389938169
307,37.53080403409696,126.87892031031227
308,37.5330573058189,126.87890162472692
309,37.53531057667097,126.8788829370606
310,37.53756384665318,126.87886424731307
311,37.53981711576548,126.87884555548412
312,37.54207038400788,126.87882686157342
313,37.54432365138033,126.87880816558079
314,37.54657691788284,126.87878946750598
315,37.54883018351537,126.87877076734873
316,37.526312331882394,126.88178687406463
317,37.52856560654488,126.88176827773167
318,37.53081888033761,126.88174967932774
319,37.53307215326057,126.88173107885254
320,37.53532542531375,126.88171247630586
321,37.53757869649713,126.88169387168745
322,37.53983196681067,126.88167526499707
323,37.54208523625437,126.88165665623447
324,37.54433850482821,126.8816380453994
325,37.54659177253217,126.8816194324916
326,37.548845039366235,126.88160081751089
327,37.52632710795227,126.88461607495896
328,37.52858038381016,126.88459756371748
329,37.530833658798365,126.88457905041444
330,37.53308693291688,126.88456053504966
331,37.53534020616565,126.88454201762286
332,37.537593478544714,126.88452349813382
333,37.539846750054025,126.88450497658226
334,37.542100020693546,126.88448645296795
335,37.544353290463285,126.88446792729069
336,37.54660655936321,126.88444939955019
337,37.52859509330086,126.8874268517648
338,37.53084836947906,126.88740842356295
339,37.53310164478763,126.88738999330879
340,37.53535491922654,126.8873715610021
341,37.5376081927958,126.88735312664265
342,37.53986146549538,126.88733469023018
343,37.53086301237953,126.8902377987637
344,37.53311628887268,126.89021945362045
345,37.53536956449624,126.89020110643413
