index,위도,경도
0,37.51021361758696,126.8225167670487
1,37.51472012549854,126.82247603015448
2,37.51697337814755,126.82245565830496
3,37.532746122295364,126.8223129918216
4,37.53499936797408,126.82229260181555
5,37.53725261278143,126.82227220953871
6,37.5395058567174,126.82225181499085
7,37.54175909978195,126.82223141817167
8,37.5079765510275,126.82536560716505
9,37.51022980759994,126.8253453271302
10,37.512483063301296,126.82532504483693
11,37.514736318131554,126.82530476028504
12,37.51698957209068,126.82528447347427
13,37.51924282517869,126.8252641844043
14,37.52149607739552,126.82524389307494
15,37.52374932874116,126.82522359948587
16,37.52600257921562,126.82520330363683
17,37.53050907755087,126.82516270515781
18,37.53276232541162,126.8251424025273
19,37.53501557240108,126.82512209763576
20,37.53726881851927,126.82510179048292
21,37.53952206376614,126.82508148106852
22,37.54177530814169,126.82506116939231
23,37.54402855164587,126.825040855454
24,37.5462817942787,126.82502053925336
25,37.507992672008676,126.8281940844943
26,37.510245929885535,126.82817388947004
27,37.512499186891404,126.82815369219684
28,37.514752443026225,126.82813349267451
29,37.51700569829002,126.82811329090273
30,37.51925895268275,126.82809308688127
31,37.521512206204385,126.82807288060982
32,37.52376545885492,126.82805267208818
33,37.52601871063435,126.82803246131603
34,37.52827196154262,126.82801224829313
35,37.53052521157975,126.82799203301921
36,37.53277846074569,126.82797181549401
37,37.53503170904043,126.82795159571727
38,37.53728495646396,126.8279313736887
39,37.539538203016264,126.82791114940804
40,37.54179144869732,126.82789092287507
41,37.54404469350708,126.82787069408947
42,37.54629793744556,126.82785046305098
43,37.548551180512746,126.82783022975937
44,37.50350220430348,126.83106277738169
45,37.50575546522108,126.83104267184638
46,37.50800872526781,126.83102256407216
47,37.5102619844436,126.83100245405875
48,37.512515242748485,126.83098234180594
49,37.514768500182406,126.83096222731339
50,37.51702175674537,126.83094211058089
51,37.51927501243734,126.83092199160818
52,37.52152826725832,126.83090187039494
53,37.52378152120826,126.83088174694097
54,37.526034774287155,126.83086162124599
55,37.528288026495005,126.83084149330972
56,37.53054127783176,126.8308213631319
57,37.53279452829741,126.83080123071228
58,37.53504777789194,126.83078109605057
59,37.537301026615346,126.83076095914655
60,37.53955427446759,126.83074081999992
61,37.54180752144866,126.83072067861042
62,37.54406076755853,126.8307005349778
63,37.546314012797176,126.83068038910174
64,37.5485672571646,126.8306602409821
65,37.50351818725367,126.83389108920485
66,37.50577144946459,126.83387106866175
67,37.50802471080469,126.8338510458892
68,37.510277971273965,126.83383102088693
69,37.512531230872376,126.8338109936547
70,37.514784489599926,126.83379096419225
71,37.51703774745658,126.83377093249929
72,37.51929100444233,126.83375089857557
73,37.52154426055714,126.83373086242082
74,37.52379751580101,126.83371082403478
75,37.52605077017391,126.83369078341721
76,37.52830402367582,126.83367074056784
77,37.53055727630674,126.8336506954864
78,37.53281052806661,126.83363064817262
79,37.535063778955454,126.83361059862624
80,37.53731702897325,126.83359054684699
81,37.539570278119946,126.83357049283462
82,37.54182352639555,126.83355043658888
83,37.50353410249243,126.83671940325719
84,37.50578736599118,126.83669946770657
85,37.50804062861919,126.83667952993595
86,37.51029389037645,126.8366595899451
87,37.51254715126293,126.83663964773372
88,37.514800411278614,126.8366197033016
89,37.51705367042347,126.83659975664843
90,37.51930692869751,126.83657980777397
91,37.5215601861007,126.83655985667798
92,37.523813442633,126.83653990336015
93,37.526066698294414,126.83651994782028
94,37.52831995308493,126.83649999005804
95,37.530573207004515,126.83648003007323
96,37.53282646005315,126.83646006786554
97,37.535079712230804,126.83644010343474
98,37.537332963537494,126.83642013678056
99,37.5035499500196,126.83954771952926
100,37.5058032148007,126.83952786897136
101,37.50805647871113,126.83950801620296
102,37.5103097417509,126.83948816122376
103,37.51256300391995,126.8394683040335
104,37.51481626521831,126.83944844463196
105,37.517069525645894,126.83942858301886
106,37.519322785202746,126.83940871919394
107,37.52157604388881,126.83938885315695
108,37.523829301704076,126.83936898490761
109,37.52608255864853,126.83934911444564
110,37.52833581472216,126.83932924177084
111,37.530589069924936,126.8393093668829
112,37.50581899589298,126.84235627244666
113,37.508072261080365,126.84233650468072
114,37.51032552539715,126.84231673471345
115,37.51257878884332,126.8422969625446
116,37.514832051418836,126.8422771881739
117,37.51708531312369,126.84225741160112
118,37.51933857395786,126.842237632826
119,37.52159183392133,126.84221785184825
120,37.523845093014074,126.84219806866763
121,37.52609835123609,126.8421782832839
122,37.505834709267845,126.84518467812305
123,37.50808797572671,126.84516499535981
124,37.51034124131505,126.84514531040472
125,37.512594506032826,126.84512562325752
126,37.514847769880035,126.84510593391794
127,37.517101032856665,126.84508624238573
128,37.51935429496269,126.84506654866065
129,37.521607556198084,126.84504685274244
130,37.523860816562824,126.84502715463081
131,37.52611407605692,126.84500745432553
132,37.528367334680325,126.84498775182634
133,37.50810362265001,126.84799348823077
134,37.51035688950441,126.84797388828811
135,37.512610155488325,126.8479542861628
136,37.51486342060176,126.84793468185458
137,37.51711668484467,126.84791507536322
138,37.51936994821707,126.84789546668846
139,37.5216232107189,126.84787585583001
140,37.52387647235017,126.84785624278763
141,37.52612973311085,126.84783662756107
142,37.528382993000925,126.84781701015005
143,37.510372469965084,126.85080246835412
144,37.512625737209675,126.85078295125096
145,37.514879003583836,126.8507634319744
146,37.51713226908757,126.85074391052414
147,37.51938553372084,126.85072438689991
148,37.52163879748365,126.8507048611015
149,37.523892060375935,126.85068533312864
150,37.52614532239773,126.85066580298106
151,37.528398583549,126.85064627065849
152,37.510387982696905,126.85363105059332
153,37.51264125119668,126.8536116185126
154,37.514894518826104,126.85359218426791
155,37.517147785585166,126.85357274785899
156,37.51940105147385,126.85355330928559
157,37.52165431649213,126.85353386854747
158,37.52390758063998,126.85351442564438
159,37.5261608439174,126.853494980576
160,37.52841410632437,126.85347553334218
161,37.508150157079996,126.85647897990006
162,37.51040342769973,126.85645963499623
163,37.51265669744921,126.85644028793817
164,37.5149099663284,126.85642093872562
165,37.51716323433732,126.85640158735832
166,37.519416501475924,126.856382233836
167,37.52166976774421,126.85636287815841
168,37.523923033142125,126.85634352032532
169,37.5261762976697,126.85632416033646
170,37.52842956132689,126.85630479819159
171,37.50591226037547,126.85932673918958
172,37.5081655331095,126.85930748144375
173,37.510418804973376,126.8592882215534
