경도,위도,accessibility_index,rank
126.88169387168745,37.53757869649713,0.9995651504119765,1.0
126.8535533092856,37.51940105147385,0.9993707224841224,2.0
126.86205927281252,37.51719392860464,0.9993078954474265,3.0
126.87610971198256,37.528535848691206,0.9993054066061063,4.0
126.8788829370606,37.53531057667097,0.9993053943066131,5.0
126.8279313736887,37.53728495646396,0.9992945734118428,6.0
126.85068533312864,37.523892060375935,0.999274104176307,7.0
126.85919188992489,37.52168515123972,0.9992157502255281,8.0
126.87605339989656,37.53529566023747,0.99920912821802,9.0
126.86771696681102,37.51722435188824,0.9991854028336876,10.0
126.82791114940804,37.53953820301626,0.9991848464561016,11.0
126.85353386854749,37.52165431649213,0.9991766554442432,12.0
126.87045115459328,37.52850581974106,0.9991760456527392,13.0
126.87031853865612,37.54427868416138,0.9991451930610504,14.0
126.8733558260674,37.51950777870995,0.999131171460284,15.0
126.8450271546308,37.52386081656282,0.9991104953841622,16.0
126.87612847849768,37.52628257643597,0.9990868187585455,17.0
126.82795159571728,37.53503170904043,0.9990665269082468,18.0
126.8674505876218,37.54877008187725,0.9990626918382932,19.0
126.87607217268224,37.53304239059197,0.9990602400042073,20.0
126.86202090383738,37.52170046697848,0.9990596299107024,21.0
126.8646970393344,37.53974184351736,0.9990570690688192,22.0
126.8706025891352,37.51047963677311,0.9990423837953082,23.0
126.83657980777396,37.51930692869751,0.9990327895320115,24.0
126.87326157853296,37.53077413827654,0.9990074992870726,25.0
126.86467791968704,37.54199510567095,0.9990068208328994,26.0
126.8760909433775,37.53078912007656,0.9989555992278489,27.0
126.8705268887275,37.51949273521679,0.9989418828009466,28.0
126.8336506954864,37.53055727630674,0.9989380578617386,29.0
126.833590546847,37.53731702897325,0.9989177244571893,30.0
126.86488811874848,37.51720917411948,0.99891745282583,31.0
126.86769795349552,37.51947762397174,0.9989078231349102,32.0
126.87058366719428,37.51273291268891,0.998886723312085,33.0
126.84225741160112,37.51708531312369,0.9988756832475301,34.0
126.83648003007325,37.53057320700452,0.9988721774285132,35.0
126.85924969533812,37.51492534609058,0.9988547760604769,36.0
126.87050795835644,37.52174600765285,0.9988244997765537,37.0
126.82512209763576,37.53501557240108,0.9988176255055469,38.0
126.88171247630586,37.53532542531375,0.9988160758565499,39.0
126.83088174694096,37.52378152120826,0.9988078384392641,40.0
126.8732804322382,37.52852086810312,0.9987956357846317,41.0
126.83373086242082,37.52154426055714,0.9987657962707435,42.0
126.83367074056784,37.52830402367582,0.9987543908231024,43.0
126.8308213631319,37.53054127783176,0.9987320741430047,44.0
126.86198252631594,37.52620700187153,0.9987244972982414,45.0
126.87329928384403,37.52626759705972,0.9986933958543006,46.0
