정류장 히트맵,위도,경도,가중치 적용 정류장 점수,주차장 히트맵,가중치 적용 주차장 점수,접근성 지수,정규화된 접근성 지수,rank
0.0,37.53081888,126.8817497,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50799267,126.8281941,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54628179,126.8250205,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54402855,126.8250409,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51925895,126.8280931,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52151221,126.8280729,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54432365,126.8788082,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52858038,126.8845976,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52600258,126.8252033,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5417591,126.8222314,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53311629,126.8902195,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53086301,126.8902378,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53986147,126.8873347,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51697338,126.8224557,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53084837,126.8874084,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52859509,126.8874269,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50797655,126.8253656,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51924283,126.8252642,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51022981,126.8253453,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51248306,126.825325,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51698957,126.8252845,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53052521,126.827992,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52632711,126.8846161,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54884504,126.8816008,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52827196,126.8280122,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51277783,126.8790697,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54629794,126.8278505,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54650163,126.8646397,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54204048,126.8731673,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51936995,126.8478955,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52612973,126.8478366,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52838299,126.847817,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52839858,126.8506463,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51038798,126.8536311,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51472013,126.822476,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51049468,126.8734312,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52836733,126.8449878,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5082414,126.87345,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50598812,126.8734689,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50373484,126.8734877,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53750377,126.8675458,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54426356,126.8674887,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5037198,126.8706593,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50597308,126.8706404,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50810362,126.8479935,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50825637,126.8762785,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54855118,126.8278302,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50351819,126.8338911,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5035022,126.8310628,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50575547,126.8310427,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50800873,126.8310226,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50822636,126.8706215,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51702176,126.8309421,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54631401,126.8306804,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.54856726,126.8306602,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5035341,126.8367194,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51050965,126.8762598,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.53733296,126.8364201,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50354995,126.8395477,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.50580321,126.8395279,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.5238293,126.839369,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.52609835,126.8421783,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51484777,126.8451059,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51710103,126.8450862,0.0,0.0,0.0,0.0,0.0,278.0
0.0,37.51021362,126.8225168,0.0,0.0,0.0,0.0,0.0,278.0
