경도,위도,accessibility_index,rank
126.88169387168745,37.53757869649713,0.9785510644568516,1.0
126.8788829370606,37.53531057667097,0.9607356749802218,2.0
126.8535533092856,37.51940105147385,0.9605853404866502,3.0
126.86205927281252,37.51719392860464,0.9570840433806327,4.0
126.87610971198256,37.528535848691206,0.957072299422538,5.0
126.85068533312864,37.523892060375935,0.956576754014711,6.0
126.8279313736887,37.53728495646396,0.9547714020735624,7.0
126.86771696681102,37.51722435188824,0.9508432911965494,8.0
126.85919188992489,37.52168515123972,0.9471616114181798,9.0
126.8450271546308,37.52386081656282,0.9466982777864241,10.0
126.87605339989656,37.53529566023747,0.94668386558771,11.0
126.82791114940804,37.53953820301626,0.9460004726882961,12.0
126.85353386854749,37.52165431649213,0.9453361923874978,13.0
126.87612847849768,37.52628257643597,0.9443907250981558,14.0
126.87045115459328,37.52850581974106,0.9438635503985404,15.0
126.8706025891352,37.51047963677311,0.9434960770485333,16.0
126.87031853865612,37.54427868416138,0.9425514810989342,17.0
126.87607217268224,37.53304239059197,0.9418335628956945,18.0
126.8733558260674,37.51950777870995,0.941088609942867,19.0
126.82795159571728,37.53503170904043,0.9400342225564555,20.0
126.86467791968704,37.54199510567095,0.939754661104439,21.0
126.8646970393344,37.53974184351736,0.9388584979523098,22.0
126.8674505876218,37.54877008187725,0.9374701770745975,23.0
126.87326157853296,37.53077413827654,0.9356339443980803,24.0
126.86202090383738,37.52170046697848,0.9353533547759738,25.0
126.86488811874848,37.51720917411948,0.9323594675402933,26.0
126.8336506954864,37.53055727630674,0.9321220788752569,27.0
126.83657980777396,37.51930692869751,0.931297228882143,28.0
126.8760909433775,37.53078912007656,0.9297321548653761,29.0
126.833590546847,37.53731702897325,0.928338866017923,30.0
126.86769795349552,37.51947762397174,0.9262296439066418,31.0
126.83648003007325,37.53057320700452,0.9256847262726524,32.0
126.8705268887275,37.51949273521679,0.9252783417975027,33.0
126.85924969533812,37.51492534609058,0.9230192718271363,34.0
126.84225741160112,37.51708531312369,0.9225295031523988,35.0
126.82512209763576,37.53501557240108,0.9219288612775827,36.0
126.87050795835644,37.52174600765285,0.9188820453843405,37.0
126.87058366719428,37.51273291268891,0.917593296268997,38.0
126.8732804322382,37.52852086810312,0.9165087100577642,39.0
126.88171247630586,37.53532542531375,0.9149558468373402,40.0
126.83367074056784,37.52830402367582,0.9148653371961435,41.0
126.83088174694096,37.52378152120826,0.9124295475419852,42.0
126.8308213631319,37.53054127783176,0.9113224369139736,43.0
126.86196333434977,37.52846026801272,0.9106157200834226,44.0
126.83361059862624,37.535063778955454,0.9097433692309091,45.0
126.86198252631594,37.52620700187153,0.909260579870938,46.0
126.83373086242082,37.52154426055714,0.9081518565013709,47.0
126.86490721498946,37.51495590239389,0.9059056959483429,48.0
126.83942858301886,37.51706952564589,0.9059034836935976,49.0
126.86207845409584,37.51494065811246,0.9032664464322578,50.0
126.85915334225294,37.52619168365447,0.9032412977751711,51.0
126.86462054796792,37.54875488690983,0.9023632437824046,52.0
126.8507048611015,37.52163879748365,0.9022680221617294,53.0
126.83375089857556,37.51929100444233,0.9022166514471274,54.0
126.83371082403478,37.52379751580101,0.9019979300079864,55.0
126.83646006786554,37.53282646005315,0.9019871411883088,56.0
126.87329928384403,37.52626759705972,0.9009669125398121,57.0
126.87054581699068,37.51723946191077,0.8999562602050382,58.0
126.85921116054166,37.51943188372691,0.8969824611924045,59.0
126.87312954379152,37.54654700512991,0.8969102819881789,60.0
126.87886424731307,37.53756384665318,0.896708973866502,61.0
126.87620352366352,37.51726947871645,0.8958516498698068,62.0
126.8733369807584,37.521761052363125,0.8951229422775921,63.0
126.8759595046028,37.54656199541536,0.895081522552621,64.0
126.83649999005804,37.52831995308493,0.8947997029242566,65.0
126.87903238013776,37.51728438549931,0.8939834715437851,66.0
126.88167526499709,37.53983196681067,0.8933807887187182,67.0
126.86767893806262,37.52173089518521,0.8931477696342477,68.0
126.83653990336016,37.523813442633,0.8912258565086302,69.0
126.87892031031228,37.53080403409696,0.8886768396472697,70.0
126.83655985667798,37.5215601861007,0.8856998038149577,71.0
126.85632416033646,37.5261762976697,0.8847352243363718,72.0
126.85351442564438,37.52390758063998,0.8842268203860478,73.0
126.8422771881739,37.51483205141884,0.8823769660060233,74.0
126.86471615685264,37.53748858049351,0.882298326208662,75.0
126.8563628781584,37.52166976774421,0.881731215031786,76.0
126.856382233836,37.51941650147592,0.8804488957398849,77.0
126.82508148106852,37.53952206376614,0.8800769736040961,78.0
126.83076095914656,37.53730102661535,0.879414194208274,79.0
126.87890162472692,37.5330573058189,0.8778524685869562,80.0
126.83084149330972,37.528288026495005,0.8777186950126273,81.0
126.85926895951826,37.51267207596708,0.875377045618891,82.0
126.83080123071228,37.53279452829741,0.8747696895640202,83.0
126.86777399405572,37.51046453041773,0.8745763838557015,84.0
126.87614724292308,37.52402930331084,0.874358337434914,85.0
126.83944844463196,37.51481626521831,0.8741986881075143,86.0
126.86479260563956,37.52847551969572,0.8715607049087746,87.0
126.827971815494,37.53277846074569,0.8712106195869596,88.0
126.8251424025273,37.53276232541162,0.869945634626583,89.0
126.83078109605056,37.53504777789194,0.869331514176138,90.0
126.85066580298106,37.52614532239773,0.8676224397430393,91.0
126.8704890258772,37.52399927921892,0.867467967350417,92.0
126.87029958508164,37.54653194702662,0.8656673011717968,93.0
126.86773597800936,37.51497107893472,0.8654857942219569,94.0
126.86486902038088,37.51946244497498,0.8641823517086871,95.0
126.86752673834404,37.53975703356943,0.8641326602146514,96.0
126.86481171251604,37.52622225232076,0.8614257296565482,97.0
126.842237632826,37.51933857395786,0.8596604370634291,98.0
126.8620976332434,37.512687386750144,0.8578843480138145,99.0
126.83074081999992,37.53955427446759,0.8570522036828334,100.0
126.87324272272804,37.53302740757997,0.8570504367066245,101.0
126.87314841219964,37.544293741046765,0.8559448891373655,102.0
126.87033749011992,37.54202542042599,0.8555650182141799,103.0
126.8620400893931,37.51944719822665,0.8548721895700555,104.0
126.86750770384356,37.54201029695174,0.8548013916794361,105.0
126.83363064817262,37.53281052806661,0.8530796689276202,106.0
126.83940871919394,37.519322785202746,0.8517810116809017,107.0
