시군구_코드,법정동_코드,번,지,건물_명,새주소_도로_코드,새주소_본_번,새주소_부_번
강남구,개포동,1234,10,W하우스2,서울특별시 강남구 논현로18길,14.0,17.0
강남구,개포동,12,0,대치종합상가,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1254,1,그린빌,서울특별시 강남구 개포로25길,21.0,7.0
강남구,개포동,649,0,경남아파트 제6동,서울특별시 강남구 언주로,110.0,0.0
강남구,개포동,1216,6,개포 여유재,서울특별시 강남구 개포로24길,15.0,0.0
강남구,개포동,12,0,대치아파트211동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1196,9,Classe,서울특별시 강남구 논현로12길,9.0,6.0
강남구,개포동,177,0,현대아파트 제5동,서울특별시 강남구 개포로,409.0,0.0
강남구,개포동,187,0,개포주공아파트 제504동,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,654,0,현대아파트205동,서울특별시 강남구 언주로,107.0,0.0
강남구,개포동,1240,1,상헌새티스빌,서울특별시 강남구 개포로15길,11.0,0.0
강남구,개포동,12,0,대치아파트 제209동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1166,7,개포동 1166-7 공동주택,서울특별시 강남구 논현로2길,41.0,0.0
강남구,개포동,187,0,개포주공아파트 제503동,서울특별시 강남구 삼성로4길,17.0,0.0
강남구,개포동,12,4,석탑프라자,서울특별시 강남구 개포로,615.0,
강남구,개포동,652,0,우성아파트 제1동,서울특별시 강남구 개포로,307.0,0.0
강남구,개포동,1281,0,디에이치아너힐즈,서울특별시 강남구 삼성로,11.0,
강남구,개포동,658,1,개포6차우성아파트 제4동,서울특별시 강남구 언주로,3.0,
강남구,개포동,654,0,현대아파트 상가,서울특별시 강남구 언주로,107.0,0.0
강남구,개포동,1163,8,라운지,서울특별시 강남구 양재대로,333.0,
강남구,개포동,12,0,대치아파트215동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1199,8,비엔미 빌,서울특별시 강남구 논현로12길,23.0,8.0
강남구,개포동,652,0,우성아파트제2동,서울특별시 강남구 개포로,307.0,0.0
강남구,개포동,654,0,현대아파트201동,서울특별시 강남구 언주로,107.0,
강남구,개포동,185,0,개포주공아파트,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,1255,10,베네스트,서울특별시 강남구 개포로25길,13.0,10.0
강남구,개포동,1193,5,개포 비버리하임,서울특별시 강남구 논현로12길,14.0,
강남구,개포동,185,0,개포주공 7단지상가,서울특별시 강남구 개포로,516.0,
강남구,개포동,185,0,개포주공아파트 제705동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1216,9,노블레스,서울특별시 강남구 개포로24길,9.0,
강남구,개포동,169,8,누리찬빌라,서울특별시 강남구 선릉로10길,23.0,0.0
강남구,개포동,185,0,개포주공아파트 제704동,서울특별시 강남구 개포로,516.0,
강남구,개포동,185,0,개포주공아파트 제609동,서울특별시 강남구 개포로,516.0,
강남구,개포동,652,0,우성아파트 제3동,서울특별시 강남구 개포로,307.0,0.0
강남구,개포동,1272,0,국악고등학교,서울특별시 강남구 개포로22길,65.0,
강남구,개포동,658,1,개포6차우성아파트7동,서울특별시 강남구 언주로,3.0,0.0
강남구,개포동,187,0,개포주공아파트 제502동,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,1204,5,리치타운아파트,서울특별시 강남구 개포로28길,28.0,0.0
강남구,개포동,1282,2,예지어린이집,서울특별시 강남구 언주로7길,23.0,0.0
강남구,개포동,187,0,개포주공아파트 제501동,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,1198,0,지오빌,서울특별시 강남구 논현로12길,23.0,9.0
강남구,개포동,654,0,현대아파트206동,서울특별시 강남구 언주로,107.0,
강남구,개포동,185,0,개포주공아파트 제606동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1224,4,예가풍경채3차,서울특별시 강남구 논현로14길,14.0,0.0
강남구,개포동,14,0,서울수서경찰서,서울특별시 강남구 개포로,617.0,0.0
강남구,개포동,177,0,현대아파트 제4동,서울특별시 강남구 개포로,409.0,
강남구,개포동,1198,2,T&K개포,서울특별시 강남구 논현로12길,23.0,5.0
강남구,개포동,185,0,개포주공아파트 제605동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1255,7,F.ROAD VILLA,서울특별시 강남구 개포로25길,13.0,4.0
강남구,개포동,1263,8,화이트빌라,서울특별시 강남구 개포로31길,15.0,6.0
강남구,개포동,1254,10,그랑시아,서울특별시 강남구 개포로25길,17.0,4.0
강남구,개포동,1169,11,가우디,서울특별시 강남구 논현로6길,4.0,11.0
강남구,개포동,1205,0,위미르빌,서울특별시 강남구 개포로26길,18.0,0.0
강남구,개포동,1204,7,포이동 어린이집,서울특별시 강남구 개포로22길,39.0,11.0
강남구,개포동,1262,4,초원빌리지,서울특별시 강남구 개포로35길,13.0,
강남구,개포동,1264,4,골든강남빌,서울특별시 강남구 개포로31길,23.0,3.0
강남구,개포동,12,0,대치아파트 제214동,서울특별시 강남구 개포로109길,9.0,0.0
강남구,개포동,649,0,경남아파트 제3동,서울특별시 강남구 언주로,110.0,
강남구,개포동,1175,8,대고샤인빌,서울특별시 강남구 논현로6길,30.0,5.0
강남구,개포동,12,0,대치아파트 제216동,서울특별시 강남구 개포로109길,9.0,0.0
강남구,개포동,1222,2,광영청년공동체주택,서울특별시 강남구 논현로16길,20.0,6.0
강남구,개포동,186,9,상가,서울특별시 강남구 개포로82길,9.0,15.0
강남구,개포동,1206,5,서현하이츠빌라,서울특별시 강남구 개포로26길,27.0,0.0
강남구,개포동,1252,6,네비스 빌,서울특별시 강남구 개포로21길,25.0,
강남구,개포동,12,6,개포3동 주민센터,서울특별시 강남구 개포로,607.0,
강남구,개포동,170,4,광학빌,서울특별시 강남구 선릉로14길,12.0,
강남구,개포동,1252,8,파라곤빌,서울특별시 강남구 개포로21길,21.0,
강남구,개포동,1174,0,더하임빌,서울특별시 강남구 논현로6길,30.0,0.0
강남구,개포동,654,0,현대아파트210동,서울특별시 강남구 언주로,107.0,0.0
강남구,개포동,1218,17,JAY HAUS,서울특별시 강남구 개포로22길,33.0,
강남구,개포동,176,1,개포동상지리츠빌,서울특별시 강남구 개포로,405.0,
강남구,개포동,1226,5,대림아트빌 1차,서울특별시 강남구 논현로16길,14.0,12.0
강남구,개포동,12,0,대청아파트304동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,658,1,개포6차우성아파트 제3동,서울특별시 강남구 언주로,3.0,
강남구,개포동,1188,10,하이랜드 빌라,서울특별시 강남구 논현로8길,32.0,18.0
강남구,개포동,1221,5,선경파크빌,서울특별시 강남구 개포로20길,42.0,
강남구,개포동,1184,24,일류빌라,서울특별시 강남구 논현로8길,23.0,0.0
강남구,개포동,1231,8,아무르하우스,서울특별시 강남구 개포로22길,18.0,
강남구,개포동,1218,12,예가풍경채,서울특별시 강남구 개포로24길,32.0,0.0
강남구,개포동,187,0,개포주공아파트 제505동,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,1226,7,조이하우스빌2차,서울특별시 강남구 논현로16길,10.0,9.0
강남구,개포동,1196,13,포이동 196-13 다세대주택,서울특별시 강남구 논현로12길,9.0,14.0
강남구,개포동,1191,1,형우빌딩,서울특별시 강남구 논현로,24.0,
강남구,개포동,1176,2,한빛빌라,서울특별시 강남구 논현로4길,39.0,
강남구,개포동,654,0,현대아파트203동,서울특별시 강남구 언주로,107.0,0.0
강남구,개포동,1171,7,수창스마트빌,서울특별시 강남구 논현로6길,14.0,9.0
강남구,개포동,1221,11,키스톤하우스,서울특별시 강남구 논현로16길,22.0,0.0
강남구,개포동,1196,12,포이동 196-12,서울특별시 강남구 논현로12길,9.0,12.0
강남구,개포동,1221,10,셍상스 1,서울특별시 강남구 논현로16길,20.0,3.0
강남구,개포동,1168,9,드림빌라,서울특별시 강남구 논현로2길,15.0,0.0
강남구,개포동,652,0,우성아파트상가동,서울특별시 강남구 개포로,307.0,
강남구,개포동,1233,8,리아체,서울특별시 강남구 논현로18길,22.0,20.0
강남구,개포동,1264,13,개포동 1264-13 다세대주택,서울특별시 강남구 개포로31길,19.0,16.0
강남구,개포동,1164,13,포이동 새롬아파트,서울특별시 강남구 논현로2길,36.0,0.0
강남구,개포동,1260,0,케이앤에스빌딩,서울특별시 강남구 개포로25길,8.0,
강남구,개포동,1211,1,청아람,서울특별시 강남구 개포로36길,3.0,
강남구,개포동,12,0,대청아파트303동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,166,3,장원빌라,서울특별시 강남구 선릉로10길,10.0,8.0
강남구,개포동,1282,4,달터근린공원 공원관리소,서울특별시 강남구 개포로28길,75.0,
강남구,개포동,1164,14,새롬아파트,서울특별시 강남구 논현로2길,38.0,0.0
강남구,개포동,164,1,더라이트빌딩,서울특별시 강남구 선릉로10길,18.0,4.0
강남구,개포동,1245,0,동흥빌딩,서울특별시 강남구 개포로15길,8.0,
강남구,개포동,12,0,대치아파트217동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1226,6,대림아트빌 2차,서울특별시 강남구 논현로16길,10.0,13.0
강남구,개포동,1192,0,와세다빌딩,서울특별시 강남구 논현로,30.0,
강남구,개포동,167,9,개포동167-9빌딩,서울특별시 강남구 선릉로,34.0,0.0
강남구,개포동,12,0,대청아파트305동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,1164,26,슈베르트 빌,서울특별시 강남구 논현로2길,64.0,0.0
강남구,개포동,1206,0,개포동삼성베스트빌,서울특별시 강남구 개포로28길,14.0,
강남구,개포동,1206,2,더라움,서울특별시 강남구 개포로28길,18.0,0.0
강남구,개포동,13,3,대청타워,서울특별시 강남구 개포로,623.0,
강남구,개포동,1231,6,민빌딩,서울특별시 강남구 개포로22길,14.0,
강남구,개포동,654,0,현대아파트207동,서울특별시 강남구 언주로,107.0,0.0
강남구,개포동,658,1,개포6차우성아파트 제5동,서울특별시 강남구 언주로,3.0,0.0
강남구,개포동,1204,0,개포4복합문화센터,서울특별시 강남구 개포로24길,33.0,0.0
강남구,개포동,1192,7,쏘홈빌딩,서울특별시 강남구 논현로,28.0,
강남구,개포동,1194,1,런던빌 개포,서울특별시 강남구 논현로,48.0,0.0
강남구,개포동,1164,27,더본하우스,서울특별시 강남구 논현로2길,66.0,0.0
강남구,개포동,186,17,개포종합상가,서울특별시 강남구 개포로,512.0,
강남구,개포동,1196,8,네잎클로버,서울특별시 강남구 논현로12길,9.0,4.0
강남구,개포동,153,0,개포디지털혁신파크,서울특별시 강남구 개포로,416.0,
강남구,개포동,1254,5,에코하우스,서울특별시 강남구 개포로25길,21.0,0.0
강남구,개포동,1219,6,대신홈타운,서울특별시 강남구 개포로22길,42.0,0.0
강남구,개포동,12,0,대청아파트306동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,649,0,경남아파트 제7동,서울특별시 강남구 언주로,110.0,
강남구,개포동,1218,20,두로빌딩,서울특별시 강남구 개포로22길,27.0,
강남구,개포동,1229,10,하우징허브럭스,서울특별시 강남구 논현로,72.0,
강남구,개포동,1164,29,연립주택,서울특별시 강남구 논현로2길,63.0,
강남구,개포동,658,1,개포6차우성아파트 제6동,서울특별시 강남구 언주로,3.0,
강남구,개포동,152,0,경기여자고등학교,서울특별시 강남구 삼성로,29.0,
강남구,개포동,13,0,대진초등학교,서울특별시 강남구 개포로109길,74.0,0.0
강남구,개포동,1164,28,포이벨리아파트,서울특별시 강남구 양재대로,379.0,0.0
강남구,개포동,172,3,개포현대아파트,서울특별시 강남구 선릉로18길,12.0,0.0
강남구,개포동,1164,7,아람손 프라자/비바빌,서울특별시 강남구 논현로2길,22.0,0.0
강남구,개포동,12,0,대청아파트302동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,185,0,개포주공아파트 제603동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1191,0,퍼시픽빌딩,서울특별시 강남구 논현로,26.0,
강남구,개포동,653,0,현대아파트 제101동,서울특별시 강남구 개포로,303.0,
강남구,개포동,649,0,경남아파트 제9동,서울특별시 강남구 언주로,110.0,0.0
강남구,개포동,187,0,개포주공아파트 제506동,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,12,0,대치아파트101동,서울특별시 강남구 개포로109길,5.0,
강남구,개포동,12,0,대치아파트 제219동,서울특별시 강남구 개포로109길,9.0,0.0
강남구,개포동,654,0,현대아파트204동,서울특별시 강남구 언주로,107.0,
강남구,개포동,1245,3,로얄펠리체,서울특별시 강남구 개포로17길,9.0,7.0
강남구,개포동,654,0,현대아파트212동,서울특별시 강남구 언주로,107.0,
강남구,개포동,177,0,현대아파트 제2동,서울특별시 강남구 개포로,409.0,
강남구,개포동,1187,3,개포동근생,서울특별시 강남구 논현로10길,18.0,0.0
강남구,개포동,12,0,대치아파트단지내상가,서울특별시 강남구 개포로109길,5.0,
강남구,개포동,158,12,근린생활시설,서울특별시 강남구 선릉로,26.0,
강남구,개포동,1171,2,중앙클래식,서울특별시 강남구 논현로6길,18.0,8.0
강남구,개포동,1181,0,꼼지하우스,서울특별시 강남구 논현로8길,66.0,0.0
강남구,개포동,1217,2,업무시설,서울특별시 강남구 개포로,232.0,0.0
강남구,개포동,1224,2,성아빌,서울특별시 강남구 논현로14길,10.0,0.0
강남구,개포동,1242,2,포이동 현대아파트,서울특별시 강남구 개포로15길,32.0,8.0
강남구,개포동,1209,3,삼성파크빌B동,서울특별시 강남구 개포로34길,12.0,0.0
강남구,개포동,1230,0,개포1230,서울특별시 강남구 논현로16길,11.0,
강남구,개포동,649,0,경남아파트8동,서울특별시 강남구 언주로,110.0,
강남구,개포동,658,1,개포6차우성아파트8동,서울특별시 강남구 언주로,3.0,
강남구,개포동,1239,12,더푸른빌,서울특별시 강남구 개포로15길,3.0,15.0
강남구,개포동,651,1,개포 더샵 트리에,서울특별시 강남구 개포로,311.0,0.0
강남구,개포동,1225,3,월드조인트,서울특별시 강남구 논현로14길,11.0,
강남구,개포동,185,0,개포주공아파트 제608동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1237,8,YH빌리지,서울특별시 강남구 논현로20길,22.0,0.0
강남구,개포동,179,0,우성8차아파트 제802동,서울특별시 강남구 개포로,411.0,
강남구,개포동,157,9,개포동 157-9 공동주택 (김해옥),서울특별시 강남구 선릉로4길,19.0,0.0
강남구,개포동,658,1,개포6차우성아파트 제2동,서울특별시 강남구 언주로,3.0,
강남구,개포동,658,1,개포6차우성아파트 제1동,서울특별시 강남구 언주로,3.0,0.0
강남구,개포동,658,1,개포6차우성아파트상가,서울특별시 강남구 언주로,3.0,
강남구,개포동,1245,8,우림 레스빌,서울특별시 강남구 개포로17길,3.0,4.0
강남구,개포동,649,0,경남아파트 제10동,서울특별시 강남구 언주로,110.0,
강남구,개포동,654,0,현대아파트208동,서울특별시 강남구 언주로,107.0,
강남구,개포동,653,0,현대아파트상가,서울특별시 강남구 개포로,303.0,
강남구,개포동,649,0,경남아파트 제2동,서울특별시 강남구 언주로,110.0,0.0
강남구,개포동,1213,0,개포동 단지형다세대,서울특별시 강남구 개포로32길,6.0,0.0
강남구,개포동,185,0,개포주공아파트 제708동,서울특별시 강남구 개포로,516.0,
강남구,개포동,14,2,강남구 가족센터,서울특별시 강남구 개포로,617.0,8.0
강남구,개포동,185,0,개포주공아파트 제602동,서울특별시 강남구 개포로,516.0,
강남구,개포동,649,0,경남상가,서울특별시 강남구 언주로,110.0,
강남구,개포동,649,0,경남아파트 제5동,서울특별시 강남구 언주로,110.0,
강남구,개포동,1172,2,개포동 1172-2 공동주택 (이현미),서울특별시 강남구 논현로6길,22.0,6.0
강남구,개포동,158,0,일영빌딩,서울특별시 강남구 선릉로,28.0,
강남구,개포동,171,6,금비하우스,서울특별시 강남구 선릉로16길,18.0,0.0
강남구,개포동,649,0,경남아파트 제1동,서울특별시 강남구 언주로,110.0,
강남구,개포동,1262,12,골든빌A동,서울특별시 강남구 개포로31길,4.0,0.0
강남구,개포동,185,0,개포주공아파트 제707동,서울특별시 강남구 개포로,516.0,
강남구,개포동,185,0,개포주공 6단지상가,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,185,0,개포주공아파트 제607동,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,1262,5,그린파크빌,서울특별시 강남구 개포로35길,11.0,0.0
강남구,개포동,655,2,개포2차현대아파트,서울특별시 강남구 언주로,103.0,
강남구,개포동,1273,0,서울포이초등학교,서울특별시 강남구 개포로22길,87.0,
강남구,개포동,660,25,개포엘지움,서울특별시 강남구 언주로6길,12.0,
강남구,개포동,1218,11,꿀단지 1218-11,서울특별시 강남구 개포로24길,30.0,
강남구,개포동,1260,4,우찬현대아파트,서울특별시 강남구 개포로31길,9.0,5.0
강남구,개포동,1236,1,노블하임,서울특별시 강남구 논현로18길,10.0,4.0
강남구,개포동,179,0,우성8차아파트 제801동,서울특별시 강남구 개포로,411.0,0.0
강남구,개포동,12,2,개포자이,서울특별시 강남구 개포로109길,69.0,
강남구,개포동,1181,8,태인빌라,서울특별시 강남구 논현로8길,62.0,3.0
강남구,개포동,1208,0,로하스빌,서울특별시 강남구 개포로32길,14.0,
강남구,개포동,177,0,현대아파트 제3동,서울특별시 강남구 개포로,409.0,
강남구,개포동,1226,4,조이하우스빌1차,서울특별시 강남구 논현로16길,14.0,10.0
강남구,개포동,653,0,현대아파트 제106동,서울특별시 강남구 개포로,303.0,
강남구,개포동,1210,0,H&S 개포,서울특별시 강남구 개포로36길,6.0,0.0
강남구,개포동,1252,5,우리 빌라,서울특별시 강남구 개포로21길,27.0,0.0
강남구,개포동,12,0,"대치,대청 아파트",서울특별시 강남구 개포로109길,5.0,0.0
강남구,개포동,1245,5,G-heim,서울특별시 강남구 개포로17길,9.0,3.0
강남구,개포동,655,4,개포동 메디시스 빌딩,서울특별시 강남구 개포로,265.0,
강남구,개포동,1195,3,노블레스빌,서울특별시 강남구 논현로12길,9.0,7.0
강남구,개포동,1265,0,포이동 연립주택 신축공사,서울특별시 강남구 개포로25길,28.0,0.0
강남구,개포동,187,0,개포주공5단지상가,서울특별시 강남구 삼성로4길,17.0,
강남구,개포동,12,0,대치아파트218동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1195,14,하우징허브,서울특별시 강남구 논현로12길,3.0,4.0
강남구,개포동,1172,3,더파인하우스,서울특별시 강남구 논현로6길,22.0,8.0
강남구,개포동,652,0,우성아파트제5동,서울특별시 강남구 개포로,307.0,0.0
강남구,개포동,12,0,대치아파트210동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,12,0,대청아파트301동,서울특별시 강남구 개포로109길,21.0,
강남구,개포동,1283,0,개포자이르네,서울특별시 강남구 언주로7길,6.0,
강남구,개포동,653,0,현대아파트 제105동,서울특별시 강남구 개포로,303.0,
강남구,개포동,185,0,개포주공아파트 제703동,서울특별시 강남구 개포로,516.0,
강남구,개포동,649,0,경남2차상가지하,서울특별시 강남구 언주로,110.0,
강남구,개포동,160,5,인파크뷰,서울특별시 강남구 선릉로6길,29.0,
강남구,개포동,1167,4,마메종,서울특별시 강남구 논현로4길,32.0,0.0
강남구,개포동,185,0,개포주공아파트 제604동,서울특별시 강남구 개포로,516.0,
강남구,개포동,1257,12,아택본빌딩,서울특별시 강남구 개포로21길,6.0,
강남구,개포동,179,0,우성8차아파트 제803동,서울특별시 강남구 개포로,411.0,
강남구,개포동,185,0,개포주공아파트 제601동,서울특별시 강남구 개포로,516.0,
강남구,개포동,654,0,현대아파트213동,서울특별시 강남구 언주로,107.0,
강남구,개포동,655,1,개포 현대아파트 200동,서울특별시 강남구 언주로,105.0,
강남구,개포동,1173,7,골든빌,서울특별시 강남구 논현로4길,25.0,0.0
강남구,개포동,1202,6,비스타그린빌,서울특별시 강남구 개포로28길,36.0,0.0
강남구,개포동,1189,11,개포동 1189-11 공동주택,서울특별시 강남구 논현로6길,11.0,
강남구,개포동,1238,7,곰앤컴퍼니빌딩,서울특별시 강남구 개포로,216.0,
강남구,개포동,1173,15,개포동 1173-15 공동주택,서울특별시 강남구 논현로6길,22.0,3.0
강남구,개포동,1209,12,베네세하우스,서울특별시 강남구 개포로32길,19.0,
강남구,개포동,1210,8,에이치앤에이치,서울특별시 강남구 개포로34길,19.0,0.0
강남구,개포동,1226,9,로얄펠리체2(B 동),서울특별시 강남구 논현로16길,10.0,5.0
강남구,개포동,1177,8,에이비하우스,서울특별시 강남구 논현로8길,46.0,3.0
강남구,개포동,1200,2,다원하모니빌,서울특별시 강남구 개포로22길,50.0,
강남구,개포동,1164,30,뉴현대파크빌,서울특별시 강남구 논현로2길,61.0,4.0
강남구,개포동,1262,13,골든빌B동,서울특별시 강남구 개포로31길,6.0,0.0
강남구,개포동,1174,9,지호빌라A,서울특별시 강남구 논현로4길,27.0,0.0
강남구,개포동,12,0,대치아파트212동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1174,11,지호빌라B,서울특별시 강남구 논현로6길,26.0,9.0
강남구,개포동,654,0,현대아파트202동,서울특별시 강남구 언주로,107.0,
강남구,개포동,652,0,우성아파트제6동,서울특별시 강남구 개포로,307.0,
강남구,개포동,1246,3,골든빌오피스텔,서울특별시 강남구 개포로,213.0,
강남구,개포동,185,0,개포주공아파트 제701동,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,185,0,개포주공아파트 제702동,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,1265,2,골든뷰,서울특별시 강남구 개포로31길,29.0,4.0
강남구,개포동,1205,3,효성럭스빌,서울특별시 강남구 개포로26길,24.0,0.0
강남구,개포동,171,8,개포리치빌,서울특별시 강남구 선릉로14길,23.0,0.0
강남구,개포동,1205,1,W하우스,서울특별시 강남구 개포로26길,20.0,0.0
강남구,개포동,1245,10,아비채,서울특별시 강남구 개포로17길,3.0,8.0
강남구,개포동,1280,0,래미안블레스티지,서울특별시 강남구 선릉로,8.0,0.0
강남구,개포동,1205,2,뉴포이밸리,서울특별시 강남구 개포로26길,22.0,
강남구,개포동,1282,0,개포 래미안 포레스트,서울특별시 강남구 개포로,264.0,
강남구,개포동,1165,0,포이현대빌라트,서울특별시 강남구 논현로4길,50.0,
강남구,개포동,179,0,개포8차 우성아파트상가,서울특별시 강남구 개포로,411.0,
강남구,개포동,654,0,현대아파트209동,서울특별시 강남구 언주로,107.0,
강남구,개포동,185,0,개포주공아파트 제706동,서울특별시 강남구 개포로,516.0,0.0
강남구,개포동,1208,9,진아트빌,서울특별시 강남구 개포로30길,21.0,
강남구,개포동,186,13,메트하임,서울특별시 강남구 개포로,504.0,
강남구,개포동,1164,20,한림아파트,서울특별시 강남구 논현로2길,50.0,0.0
강남구,개포동,1216,4,개포동 1216-4 공동주택 (최형권),서울특별시 강남구 개포로26길,16.0,0.0
강남구,개포동,12,0,대치아파트213동,서울특별시 강남구 개포로109길,9.0,
강남구,개포동,1184,4,노블리스 주 빌딩,서울특별시 강남구 개포로22길,72.0,
강남구,개포동,1226,8,로얄펠리체2(A 동),서울특별시 강남구 논현로16길,10.0,7.0
강남구,개포동,1201,5,래디안빌,서울특별시 강남구 개포로22길,49.0,11.0
강남구,논현동,205,5,분데스 언주,서울특별시 강남구 봉은사로,151.0,0.0
강남구,논현동,220,3,NH2203,서울특별시 강남구 논현로122길,16.0,0.0
강남구,논현동,52,4,THE ENEX 강남,서울특별시 강남구 학동로,111.0,0.0
강남구,논현동,74,25,와이비(YB)빌딩,서울특별시 강남구 논현로,726.0,0.0
강남구,논현동,234,20,승민빌딩,,,
강남구,논현동,38,5,논현동 주택,서울특별시 강남구 학동로23길,16.0,
강남구,논현동,29,16,정일아원,서울특별시 강남구 학동로25길,33.0,0.0
강남구,논현동,175,22,비앤피빌딩,서울특별시 강남구 논현로,625.0,
강남구,논현동,219,9,첼시하우스,서울특별시 강남구 학동로30길,37.0,20.0
강남구,논현동,104,23,케이씨 빌,서울특별시 강남구 선릉로137길,20.0,
강남구,논현동,83,11,N8311,서울특별시 강남구 언주로133길,16.0,5.0
강남구,논현동,128,12,유로타워,서울특별시 강남구 논현로127길,14.0,
강남구,논현동,259,0,논현동 259 빌딩,서울특별시 강남구 언주로124길,26.0,
강남구,논현동,22,0,늘사랑교회,서울특별시 강남구 강남대로146길,28.0,
강남구,논현동,16,47,에코스페이스,서울특별시 강남구 강남대로146길,25.0,
강남구,논현동,39,10,비쥬힐,서울특별시 강남구 학동로21길,23.0,0.0
강남구,논현동,158,13,논현동 158-13 제1종 근린생활시설,서울특별시 강남구 강남대로122길,61.0,4.0
강남구,논현동,134,11,제이빌딩,서울특별시 강남구 학동로20길,34.0,
강남구,논현동,24,0,논현멤버스카운티,서울특별시 강남구 학동로7길,34.0,0.0
강남구,논현동,172,13,파크캐슬 B동,서울특별시 강남구 봉은사로11길,39.0,0.0
강남구,논현동,154,5,H빌딩,서울특별시 강남구 봉은사로25길,63.0,0.0
강남구,논현동,94,2,94-4 인성빌딩,서울특별시 강남구 도산대로54길,5.0,
강남구,논현동,229,25,더 히스토리,서울특별시 강남구 논현로114길,13.0,0.0
강남구,논현동,250,0,논현아펠바움,서울특별시 강남구 학동로42길,35.0,
강남구,논현동,158,30,원시티,서울특별시 강남구 학동로6길,53.0,1.0
강남구,논현동,72,1,선승연721,서울특별시 강남구 논현로146길,34.0,0.0
강남구,논현동,73,22,우신빌라(나동),서울특별시 강남구 도산대로30길,29.0,14.0
강남구,논현동,193,18,랑코47,서울특별시 강남구 봉은사로21길,14.0,0.0
강남구,논현동,197,22,UZU197,서울특별시 강남구 강남대로112길,29.0,0.0
강남구,논현동,231,2,키예노빌딩,서울특별시 강남구 봉은사로37길,26.0,
강남구,논현동,35,17,폴라 씨엘로,서울특별시 강남구 도산대로26길,52.0,0.0
강남구,논현동,143,6,WON & WON 63.5,서울특별시 강남구 강남대로,528.0,
강남구,논현동,32,9,베르사이유 II,서울특별시 강남구 도산대로24길,31.0,0.0
강남구,논현동,265,10,BLESS HOME,,0.0,0.0
강남구,논현동,63,2,SR 63-2,서울특별시 강남구 언주로149길,13.0,0.0
강남구,논현동,116,5,성우빌딩,서울특별시 강남구 학동로45길,3.0,
강남구,논현동,2,15,수일빌딩,서울특별시 강남구 도산대로,114.0,
강남구,논현동,205,8,운현오피스텔,서울특별시 강남구 봉은사로,143.0,
강남구,논현동,254,31,논현동 254-31 공동주택 (유니온스틸(주)),서울특별시 강남구 선릉로119길,8.0,
강남구,논현동,115,5,루안빌딩,서울특별시 강남구 언주로134길,20.0,0.0
강남구,논현동,193,22,논현동 193-22 제2종근린생활시설 (송윤),서울특별시 강남구 논현로111길,24.0,3.0
강남구,논현동,237,11,파크랜드빌딩,서울특별시 강남구 언주로,601.0,
강남구,논현동,182,24,석광빌딩,서울특별시 강남구 강남대로118길,21.0,
강남구,논현동,266,21,논현테크노빌,서울특별시 강남구 봉은사로49길,34.0,
강남구,논현동,124,24,케이오앤101(KON101),서울특별시 강남구 학동로8길,9.0,
강남구,논현동,235,11,센트럴타워,서울특별시 강남구 봉은사로,213.0,
강남구,논현동,220,14,다세대주택(10세대),서울특별시 강남구 학동로30길,43.0,8.0
강남구,논현동,211,21,펜트힐 루 논현,서울특별시 강남구 언주로,641.0,
강남구,논현동,245,0,논현동동양파라곤,서울특별시 강남구 언주로130길,30.0,
강남구,논현동,173,7,벨뷰논현,서울특별시 강남구 봉은사로11길,63.0,0.0
강남구,논현동,141,7,세일빌딩,서울특별시 강남구 학동로2길,19.0,
강남구,논현동,187,7,"논현동 187-7,8",서울특별시 강남구 강남대로118길,66.0,0.0
강남구,논현동,189,4,유일캐스빌,서울특별시 강남구 봉은사로13길,24.0,0.0
강남구,논현동,55,0,스위트케슬레지던스,서울특별시 강남구 학동로7길,6.0,0.0
강남구,논현동,263,4,PS-263빌딩,서울특별시 강남구 언주로122길,30.0,1.0
